date,timestamp,direction,entry,sl,tp,PnL,fvg_start,fvg_end,hour,direction_code,duration,fvg_size,target,win_prob
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-10,2025-03-10 08:10:00-04:00,LONG,20097.5,20077.5,20137.5,40,2025-03-07 12:25:00-05:00,2025-03-07 12:35:00-05:00,8.166666666666666,1,4005.0,60.0,1,1.0
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-18,2025-03-18 11:00:00-04:00,LONG,19612.75,19592.75,19652.75,40,2025-03-14 04:05:00-04:00,2025-03-14 04:15:00-04:00,11.0,1,6175.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-11,2025-03-11 08:20:00-04:00,SHORT,19724.0,19744.0,19684.0,40,2025-03-11 08:05:00-04:00,2025-03-11 08:15:00-04:00,8.333333333333334,-1,15.0,60.0,1,0.99
2025-03-18,2025-03-18 11:00:00-04:00,LONG,19612.75,19592.75,19652.75,40,2025-03-14 04:05:00-04:00,2025-03-14 04:15:00-04:00,11.0,1,6175.0,60.0,1,0.99
2025-03-18,2025-03-18 11:00:00-04:00,LONG,19612.75,19592.75,19652.75,40,2025-03-14 04:05:00-04:00,2025-03-14 04:15:00-04:00,11.0,1,6175.0,60.0,1,0.99
2025-03-18,2025-03-18 11:00:00-04:00,LONG,19612.75,19592.75,19652.75,40,2025-03-14 04:05:00-04:00,2025-03-14 04:15:00-04:00,11.0,1,6175.0,60.0,1,0.99
